MODE_OF_TRANSPORTATION,WEATHER,GEOPOLITICAL_RISKS,ROUTE_OPTIMIZATION,NO_OF_DELIVERED,CUSTUMER_RATING,EFFICIENCY,EFFICIENT,BEST OR NOT
1,3,1,3,66,9,65.55,0,NOT
3,2,0,5,92,5,86.329,1,NOT
2,1,0,9,85,1,85.77099999999999,1,BEST
1,1,0,5,51,5,51.63,0,NOT
3,4,1,1,90,6,82.528,1,NOT
1,3,0,7,64,4,67.251,0,BEST
3,1,1,5,79,4,76.553,1,NOT
3,3,0,6,20,10,27.596999999999998,0,NOT
1,4,1,3,82,1,79.398,1,NOT
2,3,0,2,55,5,51.629000000000005,0,NOT
3,2,0,6,78,7,76.03499999999998,1,NOT
1,3,1,6,26,4,35.538000000000004,0,NOT
3,4,0,1,31,8,30.156,0,NOT
2,2,0,9,8,7,21.354000000000003,0,NOT
1,2,0,7,14,1,23.565,0,NOT
2,4,0,1,57,9,52.951,0,NOT
3,1,1,7,90,6,89.08,1,BEST
1,3,1,8,8,8,23.48,0,NOT
2,1,1,10,67,9,74.71799999999999,1,BEST
1,4,1,7,94,1,95.618,1,BEST
2,4,0,9,84,6,87.72200000000001,1,BEST
2,2,1,4,65,6,64.616,0,NOT
1,1,0,1,68,3,59.995,0,NOT
3,4,0,8,78,3,80.33899999999998,1,BEST
1,3,0,7,12,10,23.351000000000003,0,NOT
2,3,0,9,25,3,36.359,0,NOT
3,3,1,7,35,3,43.553000000000004,0,NOT
2,1,0,10,24,1,35.234,0,NOT
1,4,0,10,28,10,42.294999999999995,0,NOT
1,1,1,3,18,8,22.913999999999998,0,NOT
3,2,1,10,27,8,40.788999999999994,0,NOT
1,3,1,3,78,7,75.63399999999999,1,NOT
2,4,1,7,20,1,31.955,0,NOT
2,1,0,5,83,1,78.08099999999999,1,NOT
3,4,0,9,64,5,70.04499999999999,1,BEST
3,3,1,2,94,5,86.55199999999999,1,NOT
1,2,1,9,51,7,60.771,0,NOT
3,1,0,4,73,6,67.894,0,NOT
1,3,0,1,74,10,67.26100000000001,0,NOT
3,2,0,4,79,7,73.896,1,NOT
3,4,0,4,36,9,38.985,0,NOT
3,3,1,6,100,1,97.35,1,NOT
1,4,1,7,9,6,23.493,0,NOT
2,1,1,8,70,9,74.285,1,BEST
3,2,0,8,17,4,26.766,0,NOT
1,2,1,10,60,1,69.488,0,NOT
3,3,1,3,48,9,49.114,0,NOT
1,1,1,8,26,8,37.217999999999996,0,NOT
3,1,0,2,77,9,68.542,0,NOT
2,2,0,5,10,2,16.696,0,NOT
3,4,1,8,7,7,22.277,0,NOT
2,4,0,9,47,8,56.312999999999995,0,NOT
2,3,0,1,54,8,49.507999999999996,0,NOT
1,4,1,3,87,4,83.891,1,NOT
1,2,1,6,69,3,71.333,1,NOT
3,4,1,8,67,8,73.533,1,BEST
3,2,0,3,83,5,75.65999999999998,1,NOT
3,2,1,6,53,5,56.754999999999995,0,NOT
1,4,1,2,2,5,9.966000000000001,0,NOT
3,1,1,8,93,8,93.28699999999999,1,BEST
1,2,1,4,15,7,22.583000000000002,0,NOT
3,4,1,3,88,2,83.50999999999999,1,NOT
3,4,1,10,25,7,40.623000000000005,0,NOT
2,1,1,8,30,3,39.709,0,NOT
1,3,1,7,10,9,23.766000000000002,0,NOT
2,4,0,5,89,9,86.231,1,NOT
2,3,1,3,5,4,12.596000000000002,0,NOT
1,1,0,9,73,6,76.456,1,BEST
3,2,1,2,71,2,65.89699999999999,0,NOT
3,2,1,7,16,4,26.613999999999997,0,NOT
2,1,0,9,27,5,36.601000000000006,0,NOT
2,4,0,9,10,3,24.372,0,NOT
3,2,1,9,55,5,62.949000000000005,0,NOT
2,4,1,7,46,10,54.817,0,NOT
2,1,0,4,65,8,61.763,0,NOT
1,1,1,5,25,9,31.953,0,NOT
3,4,0,7,81,3,81.402,1,BEST
3,4,1,6,84,5,84.814,1,NOT
2,4,0,5,41,9,45.287,0,NOT
3,3,0,3,31,9,32.416,0,NOT
2,1,1,5,73,7,72.204,1,NOT
2,3,0,9,72,8,76.83,1,BEST
3,4,1,2,47,1,46.965,0,NOT
3,1,1,10,23,3,36.189,0,NOT
3,4,1,2,36,9,38.19,0,NOT
3,2,1,7,100,3,98.18999999999998,1,BEST
1,3,1,6,12,1,23.368000000000002,0,NOT
1,3,0,6,96,6,93.203,1,NOT
3,2,1,8,80,2,82.55,1,BEST
2,3,0,6,4,9,14.414,0,NOT
3,1,0,10,57,10,63.526,0,NOT
3,4,0,2,90,8,81.979,1,NOT
3,1,0,2,87,2,76.54,1,NOT
3,1,1,8,26,6,35.984,0,NOT
3,3,0,1,23,10,22.676000000000002,0,NOT
1,4,0,6,31,6,38.566,0,NOT
1,2,1,5,80,5,79.37199999999999,1,NOT
1,1,0,5,64,2,62.491,0,NOT
1,3,0,8,7,10,20.582000000000004,0,NOT
2,1,0,3,10,3,12.972,0,NOT
1,4,1,5,10,1,20.974,0,NOT
1,2,1,7,58,3,63.446,0,NOT
1,3,0,1,37,9,35.623999999999995,0,NOT
3,3,1,6,88,8,87.646,1,NOT
2,3,0,6,68,4,68.626,0,NOT
2,3,0,9,87,6,89.473,1,BEST
2,4,0,2,85,2,77.79899999999999,1,NOT
2,1,1,3,71,6,67.42999999999999,0,NOT
3,2,0,5,81,8,77.174,1,NOT
3,2,0,4,42,2,41.955,0,NOT
2,4,0,7,76,10,78.21000000000001,1,BEST
2,3,1,5,86,5,84.757,1,NOT
1,4,0,6,64,8,66.867,0,NOT
3,4,1,10,94,5,99.328,1,BEST
1,1,0,9,94,5,94.29299999999999,1,BEST
1,2,0,6,50,9,53.38499999999999,0,NOT
2,3,1,8,73,4,78.08,1,BEST
2,4,1,4,13,10,22.180000000000003,0,NOT
1,3,1,4,27,4,33.399,0,NOT
1,3,0,6,91,6,88.938,1,NOT
1,1,1,5,85,6,82.905,1,NOT
2,4,1,8,49,9,58.79599999999999,0,NOT
3,3,0,8,69,5,72.006,1,BEST
2,2,1,5,43,1,46.966,0,NOT
3,4,0,9,99,10,100.28000000000002,1,BEST
2,3,1,10,58,3,68.201,0,NOT
1,2,1,2,4,8,10.284,0,NOT
3,1,0,10,8,6,21.425,0,NOT
3,2,0,2,72,2,64.553,0,NOT
3,2,1,7,86,5,86.4,1,BEST
1,3,0,4,60,6,59.503,0,NOT
2,1,0,3,21,1,22.203,0,NOT
3,1,0,10,3,4,17.008,0,NOT
2,4,0,6,51,3,54.857,0,NOT
1,3,1,5,51,7,55.595,0,NOT
3,1,1,1,11,6,12.716999999999999,0,NOT
3,2,0,10,49,8,57.358,0,NOT
2,4,0,7,73,9,75.57499999999999,1,BEST
3,4,1,4,81,8,79.49100000000001,1,NOT
3,3,0,3,22,3,24.283,0,NOT
2,3,1,1,71,8,66.206,0,NOT
3,2,1,3,34,6,36.136,0,NOT
3,2,0,1,5,4,6.058,0,NOT
3,3,0,3,18,8,21.251,0,NOT
3,1,0,6,39,7,41.959999999999994,0,NOT
1,1,0,1,87,3,76.202,1,NOT
3,2,0,10,23,5,34.952000000000005,0,NOT
2,4,1,2,3,1,9.974,0,NOT
2,3,0,3,14,1,17.848,0,NOT
3,4,0,3,90,5,83.24699999999999,1,NOT
1,3,0,7,52,1,56.787,0,NOT
3,3,0,2,24,3,24.493000000000002,0,NOT
1,3,1,8,80,9,84.972,1,BEST
1,3,0,5,9,1,17.116,0,NOT
2,4,1,4,20,9,28.075,0,NOT
3,2,0,9,92,1,92.00899999999999,1,BEST
1,4,0,1,49,2,46.135999999999996,0,NOT
1,3,0,6,30,4,36.753,0,NOT
1,4,1,4,96,8,93.36800000000001,1,NOT
3,3,0,7,60,7,62.985,0,NOT
1,4,1,3,85,2,82.033,1,NOT
3,1,1,10,66,7,73.172,1,BEST
3,1,1,4,5,3,11.859,0,NOT
3,2,0,1,54,7,48.083,0,NOT
3,3,1,5,88,5,85.922,1,NOT
2,1,1,3,33,3,34.788000000000004,0,NOT
2,1,0,7,25,5,31.903,0,NOT
3,3,1,9,61,9,69.179,0,BEST
1,1,1,9,22,9,35.378,0,NOT
1,4,0,9,76,3,81.211,1,BEST
2,4,1,8,8,6,23.595000000000002,0,NOT
2,4,1,1,33,5,34.37200000000001,0,NOT
1,4,0,5,21,9,28.768000000000004,0,NOT
3,3,0,10,20,6,33.277,0,NOT
1,3,1,8,91,7,94.203,1,BEST
3,4,0,7,59,2,62.56,0,NOT
1,3,0,2,67,1,62.102,0,NOT
3,3,0,2,94,7,84.507,1,NOT
1,4,0,4,29,2,33.564,0,NOT
1,4,1,4,50,6,53.978,0,NOT
3,3,1,10,62,8,71.452,1,BEST
3,1,1,1,30,7,29.0,0,NOT
1,2,0,2,75,1,68.118,0,NOT
1,1,1,2,9,8,13.741,0,NOT
1,3,0,6,27,6,34.346000000000004,0,NOT
3,2,1,2,9,4,13.163,0,NOT
1,4,1,1,68,2,64.54,0,NOT
2,3,1,6,98,3,96.33699999999999,1,NOT
2,3,1,10,10,5,27.409000000000002,0,NOT
1,4,0,6,44,9,49.882999999999996,0,NOT
1,1,0,4,82,4,76.501,1,NOT
2,2,1,5,12,4,20.751,0,NOT
3,3,0,4,49,3,48.809999999999995,0,NOT
3,3,0,4,6,10,12.663,0,NOT
1,4,1,10,59,4,70.479,1,NOT
3,1,0,8,67,5,68.684,0,BEST
1,3,1,1,83,5,76.755,1,NOT
1,4,0,9,95,2,97.342,1,BEST
2,2,1,7,90,2,90.125,1,BEST
2,2,1,9,98,8,100.39699999999999,1,BEST
1,2,0,6,68,10,68.815,0,NOT
2,4,1,10,65,9,75.436,1,BEST
1,4,1,1,91,7,84.539,1,NOT
2,4,0,4,63,4,62.177,0,NOT
3,1,0,5,42,8,43.099,0,NOT
2,4,1,8,5,2,20.732000000000003,0,NOT
2,4,1,1,88,6,81.363,1,NOT
2,1,0,4,7,4,11.985000000000001,0,NOT
3,2,0,7,47,2,50.708,0,NOT
2,1,1,4,10,10,17.197,0,NOT
1,3,0,9,98,1,99.017,1,BEST
3,3,0,10,16,2,29.561,0,NOT
2,2,1,9,89,3,92.33999999999999,1,BEST
1,4,1,1,85,2,79.041,1,NOT
2,3,1,8,41,9,51.164,0,NOT
2,2,0,6,75,3,73.713,1,NOT
3,2,1,6,56,1,59.01,0,NOT
1,2,0,2,5,8,8.940000000000001,0,NOT
3,3,0,5,19,4,24.791999999999998,0,NOT
1,2,1,6,69,3,71.333,1,NOT
3,1,1,1,39,5,36.525,0,NOT
1,4,0,1,15,2,17.134,0,NOT
2,2,1,10,34,7,47.224999999999994,0,NOT
2,3,0,1,82,6,73.24,1,NOT
1,4,1,9,2,3,20.286,0,NOT
3,2,0,4,74,7,69.631,0,NOT
2,2,0,3,33,1,33.247,0,NOT
2,4,1,3,96,3,90.95100000000001,1,NOT
3,4,1,1,77,7,71.515,1,NOT
1,1,0,10,44,10,53.519,0,NOT
2,3,1,1,32,10,33.091,0,NOT
1,3,1,6,64,1,67.72399999999999,0,NOT
3,4,0,6,87,8,85.404,1,NOT
1,1,0,8,65,2,67.83200000000001,0,BEST
1,1,1,10,67,1,74.65099999999998,1,BEST
1,3,1,7,9,10,22.989,0,NOT
2,2,0,5,87,5,82.60499999999999,1,NOT
1,1,1,10,49,6,59.677,0,NOT
2,3,1,9,57,9,66.30799999999999,0,NOT
1,3,1,6,48,2,54.152,0,NOT
2,1,1,6,12,2,21.287,0,NOT
2,4,0,3,69,7,66.027,0,NOT
3,1,0,9,63,9,67.072,0,BEST
1,3,1,6,75,1,77.107,1,NOT
3,3,0,10,85,5,88.64599999999999,1,BEST
3,4,1,4,23,5,29.788999999999998,0,NOT
1,1,0,8,98,1,95.90499999999999,1,BEST
1,1,0,10,69,5,74.464,1,BEST
1,2,0,7,46,2,50.937,0,NOT
2,2,1,5,84,1,81.939,1,NOT
3,4,0,4,14,8,20.143,0,NOT
3,4,0,7,32,7,39.90899999999999,0,NOT
2,2,0,9,69,2,73.007,1,BEST
3,2,0,10,48,2,56.04900000000001,0,NOT
1,2,0,9,99,1,99.062,1,BEST
1,4,1,3,95,10,91.171,1,NOT
3,2,1,5,10,9,18.884,0,NOT
2,2,1,2,11,4,15.409999999999998,0,NOT
2,2,1,5,91,10,88.59400000000001,1,NOT
3,2,1,2,87,3,79.621,1,NOT
3,3,0,2,74,2,67.06700000000001,0,NOT
2,2,1,2,15,1,18.594,0,NOT
2,3,0,1,90,5,79.98799999999999,1,NOT
3,1,0,10,26,8,36.931,0,NOT
2,4,1,7,83,3,85.84599999999999,1,BEST
1,4,0,4,80,3,77.14299999999999,1,NOT
3,2,0,8,57,5,60.962,0,NOT
1,3,1,3,4,6,12.436,0,NOT
2,1,0,7,38,2,42.764,0,NOT
2,1,1,10,17,1,31.46,0,NOT
2,3,0,2,82,3,74.508,1,NOT
1,2,0,4,53,2,52.419999999999995,0,NOT
1,3,0,8,62,2,66.889,0,BEST
3,4,0,10,76,3,81.625,1,BEST
2,1,0,1,5,1,5.563,0,NOT
1,2,0,3,39,10,39.589999999999996,0,NOT
2,2,1,4,33,6,37.32000000000001,0,NOT
3,4,1,10,71,5,79.70899999999999,1,BEST
3,1,1,9,55,6,62.217,0,NOT
1,2,0,2,67,9,61.901999999999994,0,NOT
2,3,0,4,41,3,42.527,0,NOT
3,2,0,3,40,7,39.132999999999996,0,NOT
2,3,1,5,17,6,25.976000000000003,0,NOT
2,2,0,8,39,8,46.376999999999995,0,NOT
1,4,0,6,11,4,21.353999999999996,0,NOT
3,3,0,8,27,5,36.18,0,NOT
2,1,0,5,11,6,17.044999999999998,0,NOT
1,3,0,8,70,4,73.86500000000001,1,BEST
2,4,0,9,97,9,99.039,1,BEST
2,2,1,3,84,5,79.25099999999999,1,NOT
2,3,0,10,7,6,22.729,0,NOT
1,1,1,7,97,10,96.437,1,BEST
3,4,0,1,43,4,40.088,0,NOT
3,2,1,5,70,4,69.684,0,NOT
2,1,1,10,92,9,96.043,1,BEST
3,4,1,1,26,6,27.936,0,NOT
3,4,1,3,31,4,35.041,0,NOT
1,4,1,1,81,5,75.857,1,NOT
3,1,1,10,2,3,18.276000000000003,0,NOT
1,2,1,1,28,10,29.412000000000003,0,NOT
2,3,1,4,30,9,35.797,0,NOT
3,3,1,7,89,5,89.767,1,BEST
3,3,0,3,50,9,48.623,0,NOT
1,3,0,3,34,5,35.753,0,NOT
3,1,0,10,2,9,16.535,0,NOT
3,4,0,7,94,5,92.643,1,BEST
3,4,0,9,15,1,27.944000000000003,0,NOT
3,2,0,4,38,2,38.543000000000006,0,NOT
2,4,1,9,78,10,85.105,1,BEST
3,2,1,4,58,2,57.8,0,NOT
2,4,0,9,79,2,83.153,1,BEST
3,3,1,3,86,9,81.528,1,NOT
1,4,1,9,27,6,41.839,0,NOT
1,4,1,2,73,6,70.605,1,NOT
3,4,1,5,30,9,37.56,0,NOT
1,4,1,1,92,3,85.088,1,NOT
3,1,1,7,81,3,81.175,1,BEST
2,1,0,7,40,4,44.622,0,NOT
2,3,0,4,27,7,30.889,0,NOT
3,4,1,6,60,9,64.646,0,NOT
1,1,0,1,14,8,14.313,0,NOT
1,1,1,10,6,10,23.302000000000003,0,NOT
1,4,1,8,22,9,36.306,0,NOT
1,1,0,4,53,8,52.06799999999999,0,NOT
1,2,1,3,99,5,92.587,1,NOT
3,4,1,7,65,4,70.027,1,BEST
1,4,1,8,20,1,33.992,0,NOT
3,2,0,9,19,1,29.740000000000002,0,NOT
3,1,0,6,85,5,81.04599999999999,1,NOT
1,4,0,4,89,4,84.896,1,NOT
1,4,0,1,17,9,19.372,0,NOT
1,4,0,10,20,7,35.242999999999995,0,NOT
1,4,1,7,11,7,25.275,0,NOT
2,3,1,8,87,2,89.87,1,BEST
1,4,0,8,21,2,32.724000000000004,0,NOT
1,2,0,6,27,2,33.233999999999995,0,NOT
1,3,1,1,41,1,40.625,0,NOT
1,1,1,6,67,10,69.351,0,NOT
2,3,1,6,39,8,46.38999999999999,0,NOT
3,4,0,10,79,9,84.64,1,BEST
2,1,1,8,42,4,50.021,0,NOT
1,1,1,8,41,3,49.633,0,NOT
2,4,1,5,40,8,46.555,0,NOT
1,2,0,4,43,8,44.346,0,NOT
1,3,1,8,3,7,19.139000000000003,0,NOT
2,3,0,9,35,3,44.889,0,NOT
1,4,0,3,80,1,75.49499999999999,1,NOT
1,4,0,1,47,3,44.506,0,NOT
2,1,1,7,3,3,15.182,0,NOT
1,3,0,3,50,5,49.401,0,NOT
1,3,0,7,18,6,28.165,0,NOT
2,4,1,9,60,4,69.295,0,NOT
2,2,0,3,2,6,7.183999999999999,0,NOT
2,2,1,6,14,7,24.181,0,NOT
2,2,0,4,49,3,48.543,0,NOT
2,1,0,4,57,7,54.863,0,NOT
3,1,0,7,87,10,84.628,1,BEST
2,3,1,4,99,9,94.654,1,NOT
3,1,0,2,90,6,79.403,1,NOT
1,4,0,2,98,9,89.96099999999998,1,NOT
2,2,0,7,48,2,52.102000000000004,0,NOT
2,3,1,3,91,10,86.41000000000001,1,NOT
3,4,1,10,52,10,63.882,0,NOT
1,4,1,7,48,2,56.456,0,NOT
2,2,1,1,26,9,27.089000000000002,0,NOT
1,1,0,5,45,8,46.739999999999995,0,NOT
3,1,0,6,58,1,57.711,0,NOT
3,3,0,10,38,3,48.403000000000006,0,NOT
2,3,0,1,62,2,55.876,0,NOT
3,1,1,1,32,3,30.402,0,NOT
3,4,1,6,8,6,20.062,0,NOT
1,1,0,3,79,10,72.902,1,NOT
2,4,0,8,70,6,74.284,1,BEST
1,3,1,7,53,3,59.989,0,NOT
2,3,0,2,99,3,89.009,1,NOT
2,3,1,3,19,4,24.538,0,NOT
2,3,0,4,34,8,36.936,0,NOT
3,1,1,7,32,8,39.757999999999996,0,NOT
2,3,1,10,2,2,20.357000000000003,0,NOT
2,3,1,1,32,6,32.787000000000006,0,NOT
3,4,0,10,25,7,38.426,0,NOT
3,1,0,7,98,3,93.47899999999998,1,BEST
1,1,1,7,99,8,97.99100000000001,1,BEST
3,1,0,5,30,1,32.331,0,NOT
2,1,1,7,85,1,84.97599999999998,1,BEST
3,4,1,2,86,3,80.384,1,NOT
3,4,0,4,2,10,10.059,0,NOT
2,1,0,4,51,10,49.973,0,NOT
1,2,0,8,95,9,94.762,1,BEST
1,1,1,10,51,5,61.307,0,NOT
1,1,0,7,2,3,12.672999999999998,0,NOT
1,4,0,6,44,7,49.730999999999995,0,NOT
3,3,1,9,54,10,63.284,0,NOT
3,4,1,10,52,6,63.578,0,NOT
2,3,0,10,2,7,18.54,0,NOT
2,1,0,8,76,6,76.97800000000001,1,BEST
1,1,1,6,46,10,51.437999999999995,0,NOT
2,4,0,3,70,1,66.42399999999999,0,NOT
3,4,0,3,28,10,30.741000000000003,0,NOT
1,1,1,1,65,4,59.709,0,NOT
2,1,1,6,15,9,24.378,0,NOT
1,1,0,3,50,5,47.785000000000004,0,NOT
3,3,0,8,73,1,75.11399999999999,1,BEST
1,4,0,1,89,8,80.712,1,NOT
3,1,1,6,63,5,64.47699999999999,0,NOT
2,1,1,1,86,3,77.005,1,NOT
2,3,0,8,3,2,16.021,0,NOT
2,1,1,10,10,5,25.793000000000003,0,NOT
2,2,0,10,23,1,35.189,0,NOT
3,2,1,1,39,9,37.63699999999999,0,NOT
2,2,0,9,64,7,69.122,0,BEST
1,4,1,9,43,7,55.563,0,NOT
3,2,1,9,11,5,25.416999999999998,0,NOT
1,1,1,5,12,3,20.408,0,NOT
2,1,1,9,47,9,56.162,0,NOT
3,2,0,1,8,9,8.996999999999998,0,NOT
3,1,0,8,52,5,55.889,0,NOT
2,4,1,3,70,7,69.077,0,NOT
2,4,1,2,47,6,47.886,0,NOT
1,4,0,10,27,4,40.986000000000004,0,NOT
3,1,0,2,30,1,27.843,0,NOT
3,4,1,7,67,7,71.961,1,BEST
1,1,1,3,46,10,46.949999999999996,0,NOT
2,2,1,6,61,4,64.044,0,NOT
3,4,0,2,3,1,7.236,0,NOT
1,2,0,4,39,9,41.00999999999999,0,NOT
3,1,1,3,77,9,72.235,1,NOT
3,3,0,6,82,3,79.951,1,NOT
1,2,0,2,25,10,26.152,0,NOT
3,4,0,9,28,1,39.033,0,NOT
3,2,0,4,24,7,26.981,0,NOT
3,4,1,6,54,4,59.147999999999996,0,NOT
3,4,1,3,96,4,90.486,1,NOT
3,2,0,8,34,4,41.267,0,NOT
3,1,1,8,98,8,97.55199999999999,1,BEST
1,1,0,6,44,8,47.38299999999999,0,NOT
1,3,1,6,94,1,93.314,1,NOT
2,1,0,10,13,10,26.535,0,NOT
3,3,1,5,82,7,80.956,1,NOT
2,3,0,10,24,5,37.154,0,NOT
1,1,0,10,86,5,88.965,1,BEST
2,1,1,8,5,2,18.308,0,NOT
2,3,1,4,15,7,22.849999999999998,0,NOT
3,4,0,8,39,5,47.224,0,NOT
2,2,0,10,10,2,24.176000000000002,0,NOT
1,4,1,1,84,5,78.416,1,NOT
2,3,1,5,73,5,73.66799999999999,1,NOT
3,2,1,4,16,6,22.278,0,NOT
3,1,1,8,34,6,42.808,0,NOT
1,3,1,3,91,5,86.571,1,NOT
1,1,1,8,22,4,33.502,0,NOT
2,4,1,4,37,1,41.967999999999996,0,NOT
1,1,1,4,25,6,30.229,0,NOT
3,4,0,5,97,10,92.59,1,NOT
2,3,1,4,39,4,43.093999999999994,0,NOT
2,3,1,8,69,7,74.896,1,BEST
2,1,0,3,55,2,51.281,0,NOT
1,4,0,10,62,6,70.993,1,BEST
3,3,0,4,3,6,9.8,0,NOT
3,1,1,7,16,8,26.11,0,NOT
2,2,1,9,11,9,26.262,0,NOT
3,4,0,3,93,7,85.95799999999998,1,NOT
1,2,1,7,38,2,46.31,0,NOT
2,2,1,9,35,4,46.354,0,NOT
2,4,0,1,42,10,40.232,0,NOT
1,3,1,3,55,3,55.711,0,NOT
3,4,0,10,94,4,97.055,1,BEST
3,3,0,3,65,1,60.81,0,NOT
2,3,1,2,30,7,32.653000000000006,0,NOT
2,3,1,8,50,6,58.613,0,NOT
3,2,1,3,41,4,41.955,0,NOT
1,2,1,8,8,6,22.52,0,NOT
1,1,0,1,94,2,82.09700000000001,1,NOT
1,4,0,1,45,5,42.952,0,NOT
3,1,1,3,45,7,44.78699999999999,0,NOT
1,3,0,2,21,5,23.168,0,NOT
2,1,0,6,26,2,31.032,0,NOT
1,1,0,10,37,2,46.94,0,NOT
3,2,0,7,27,4,33.8,0,NOT
2,3,1,10,58,6,68.429,0,NOT
1,2,0,10,69,9,75.576,1,BEST
2,4,1,1,14,1,17.861,0,NOT
1,1,1,4,2,6,10.61,0,NOT
3,2,0,8,5,5,16.605999999999998,0,NOT
2,3,1,2,17,2,21.184,0,NOT
2,3,1,8,38,5,48.30100000000001,0,NOT
2,2,0,8,15,8,25.905,0,NOT
2,4,0,6,87,1,85.413,1,NOT
3,3,1,5,88,5,85.922,1,NOT
1,2,1,10,65,5,74.05699999999999,1,BEST
1,2,1,5,73,10,73.781,1,NOT
2,3,0,4,69,10,66.943,0,NOT
3,3,1,3,32,5,35.162,0,NOT
3,2,1,2,66,4,61.784000000000006,0,NOT
3,4,1,8,7,8,22.353,0,NOT
2,4,0,3,8,2,13.613999999999999,0,NOT
1,4,1,5,73,8,75.245,1,NOT
2,3,0,4,17,5,22.206999999999997,0,NOT
1,4,1,5,29,4,37.409,0,NOT
3,2,0,8,58,5,61.815,0,NOT
1,1,1,2,81,8,75.15700000000001,1,NOT
3,2,1,7,75,10,77.397,1,BEST
3,4,1,8,4,2,19.338,0,NOT
2,4,1,4,22,1,29.173,0,NOT
1,4,1,5,44,7,50.432,0,NOT
1,2,0,10,47,5,56.50600000000001,0,NOT
2,4,1,1,68,6,64.303,0,NOT
3,1,0,6,47,2,48.404,0,NOT
2,3,0,6,58,4,60.096,0,NOT
2,4,0,2,96,9,87.714,1,NOT
3,3,1,1,30,3,30.312,0,NOT
2,2,1,9,29,2,41.084,0,NOT
3,1,0,1,8,6,7.961,0,NOT
1,4,0,8,21,4,32.876000000000005,0,NOT
3,1,1,10,29,1,41.155,0,NOT
1,1,0,9,25,9,35.739999999999995,0,NOT
3,4,0,4,73,9,70.54599999999999,1,NOT
1,1,0,9,61,1,65.83999999999999,0,BEST
2,3,1,5,23,9,31.322000000000003,0,NOT
2,1,1,1,54,10,50.24099999999999,0,NOT
1,2,1,10,72,8,80.256,1,BEST
3,3,0,3,91,5,83.292,1,NOT
2,4,0,2,16,2,18.942,0,NOT
1,4,0,10,6,3,22.997,0,NOT
3,4,0,5,30,7,35.211,0,NOT
1,3,1,2,16,8,21.328,0,NOT
2,1,1,3,15,7,19.738,0,NOT
3,3,1,2,92,4,84.77,1,NOT
2,2,0,8,38,6,45.37200000000001,0,NOT
1,2,1,3,26,6,30.394000000000002,0,NOT
3,1,0,10,17,4,28.95,0,NOT
2,3,0,7,41,9,47.471,0,NOT
3,3,0,10,45,2,54.298,0,NOT
2,3,0,6,72,6,72.19,1,NOT
2,4,0,3,66,2,63.088,0,NOT
3,1,0,4,91,6,83.248,1,NOT
2,3,0,1,24,1,23.386000000000003,0,NOT
1,2,1,1,17,8,19.877,0,NOT
2,1,1,8,97,10,97.39200000000001,1,BEST
2,3,1,10,28,1,42.459,0,NOT
3,2,0,9,85,7,86.49399999999999,1,BEST
2,1,0,3,86,10,78.33200000000001,1,NOT
3,2,1,10,26,5,39.708000000000006,0,NOT
1,3,1,4,69,6,69.377,0,NOT
3,2,0,9,93,8,93.394,1,BEST
1,3,1,7,93,3,94.109,1,BEST
2,2,0,9,3,2,16.709000000000003,0,NOT
3,1,1,2,15,4,17.473,0,NOT
2,2,1,5,74,4,73.637,1,NOT
1,2,1,6,21,10,30.921000000000003,0,NOT
2,3,1,10,9,9,26.860000000000003,0,NOT
2,2,0,7,34,8,40.61599999999999,0,NOT
1,1,0,9,24,4,34.507000000000005,0,NOT
3,4,1,6,27,6,36.269000000000005,0,NOT
3,1,1,4,72,2,68.934,0,NOT
1,1,0,1,29,6,26.956,0,NOT
2,3,0,4,33,6,35.931000000000004,0,NOT
3,3,1,3,77,7,73.699,1,NOT
3,1,1,3,51,5,49.753,0,NOT
3,1,1,1,24,3,23.578000000000003,0,NOT
3,2,1,7,40,5,47.162,0,NOT
1,4,0,10,46,1,56.964999999999996,0,NOT
1,3,1,10,10,7,28.102,0,NOT
1,4,1,3,18,2,24.881999999999998,0,NOT
3,2,1,6,83,8,82.573,1,NOT
2,3,0,10,48,4,57.550000000000004,0,NOT
2,1,0,6,6,6,14.275999999999998,0,NOT
3,4,0,10,3,2,19.280000000000005,0,NOT
2,1,0,3,54,4,50.58,0,NOT
2,3,0,8,88,4,88.678,1,BEST
3,1,1,1,76,6,68.162,0,NOT
1,3,0,3,68,7,64.907,0,NOT
1,4,1,10,68,6,78.308,1,BEST
1,4,0,10,32,5,45.327000000000005,0,NOT
1,2,0,5,54,4,54.921,0,NOT
1,1,0,3,96,5,87.023,1,NOT
1,2,0,7,85,9,84.73599999999999,1,BEST
1,3,1,6,37,4,44.921,0,NOT
1,1,1,9,22,3,34.922000000000004,0,NOT
2,4,1,2,12,1,17.651000000000003,0,NOT
2,1,0,1,81,6,70.771,1,NOT
1,4,0,9,58,9,66.31299999999999,0,NOT
3,1,1,4,4,5,11.158,0,NOT
2,4,0,5,13,10,21.479000000000003,0,NOT
3,1,0,10,65,8,70.19800000000001,1,BEST
2,4,0,8,25,9,36.126999999999995,0,NOT
3,4,1,3,94,9,89.16,1,NOT
3,4,0,5,61,1,61.198,0,NOT
1,4,0,9,84,10,88.56700000000001,1,BEST
1,4,1,4,84,4,82.828,1,NOT
1,3,0,9,30,3,41.165,0,NOT
1,2,1,3,32,8,35.663999999999994,0,NOT
3,4,1,7,63,7,68.54899999999999,0,BEST
1,4,1,6,90,7,91.166,1,NOT
